Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"GC","Cropland","9","Argentina","72170","Net emissions/removal (CO2eq) (Cropland)","6727","Cropland organic soils","2007","2007","gigagrams","1600.5298","Fc","Calculated data"
"GC","Cropland","9","Argentina","72170","Net emissions/removal (CO2eq) (Cropland)","6727","Cropland organic soils","2008","2008","gigagrams","1604.486","Fc","Calculated data"
"GC","Cropland","9","Argentina","72170","Net emissions/removal (CO2eq) (Cropland)","6727","Cropland organic soils","2009","2009","gigagrams","1604.0991","Fc","Calculated data"
"GC","Cropland","9","Argentina","72170","Net emissions/removal (CO2eq) (Cropland)","6727","Cropland organic soils","2010","2010","gigagrams","1604.7631","Fc","Calculated data"
"GC","Cropland","9","Argentina","72170","Net emissions/removal (CO2eq) (Cropland)","6727","Cropland organic soils","2011","2011","gigagrams","1614.9035","Fc","Calculated data"
"GC","Cropland","9","Argentina","72170","Net emissions/removal (CO2eq) (Cropland)","6727","Cropland organic soils","2012","2012","gigagrams","1614.9035","Fc","Calculated data"
"GC","Cropland","9","Argentina","72170","Net emissions/removal (CO2eq) (Cropland)","6727","Cropland organic soils","2013","2013","gigagrams","1614.5733","Fc","Calculated data"
"GC","Cropland","9","Argentina","72170","Net emissions/removal (CO2eq) (Cropland)","6727","Cropland organic soils","2014","2014","gigagrams","1613.1354","Fc","Calculated data"
"GC","Cropland","9","Argentina","72170","Net emissions/removal (CO2eq) (Cropland)","6727","Cropland organic soils","2015","2015","gigagrams","1613.1354","Fc","Calculated data"
"GC","Cropland","9","Argentina","72170","Net emissions/removal (CO2eq) (Cropland)","6727","Cropland organic soils","2016","2016","gigagrams","1613.1354","Fc","Calculated data"
"GC","Cropland","9","Argentina","72170","Net emissions/removal (CO2eq) (Cropland)","6727","Cropland organic soils","2017","2017","gigagrams","1613.1354","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","1990","1990","ha","53498.6795","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","1991","1991","ha","53498.6795","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","1992","1992","ha","53498.6795","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","1993","1993","ha","53498.6795","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","1994","1994","ha","53498.6795","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","1995","1995","ha","53498.6795","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","1996","1996","ha","53498.6795","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","1997","1997","ha","53498.6795","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","1998","1998","ha","53498.6795","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","1999","1999","ha","53498.6795","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","2000","2000","ha","53498.6795","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","2001","2001","ha","53424.0131","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","2002","2002","ha","53357.5777","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","2003","2003","ha","53322.6234","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","2004","2004","ha","53202.8083","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","2005","2005","ha","53343.5696","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","2006","2006","ha","53236.0972","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","2007","2007","ha","53185.1691","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","2008","2008","ha","53149.1842","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","2009","2009","ha","53117.7478","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","2010","2010","ha","53059.9649","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","2011","2011","ha","53038.4246","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","2012","2012","ha","53050.9172","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","2013","2013","ha","53015.148","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","2014","2014","ha","52941.5866","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","2015","2015","ha","52941.5866","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","2016","2016","ha","52941.5866","Fc","Calculated data"
"GC","Cropland","10","Australia","5026","Area","6727","Cropland organic soils","2017","2017","ha","52941.5866","Fc","Calculated data"
"GC","Cropland","10","Australia","72170","Net emissions/removal (CO2eq) (Cropland)","6727","Cropland organic soils","1990","1990","gigagrams","1944.8006","Fc","Calculated data"
"GC","Cropland","10","Australia","72170","Net emissions/removal (CO2eq) (Cropland)","6727","Cropland organic soils","1991","1991","gigagrams","1944.8006","Fc","Calculated data"
"GC","Cropland","10","Australia","72170","Net emissions/removal (CO2eq) (Cropland)","6727","Cropland organic soils","1992","1992","gigagrams","1944.8006","Fc","Calculated data"
"GC","Cropland","10","Australia","72170","Net emissions/removal (CO2eq) (Cropland)","6727","Cropland organic soils","1993","1993","gigagrams","1944.8006","Fc","Calculated data"
"GC","Cropland","10","Australia","72170","Net emissions/removal (CO2eq) (Cropland)","6727","Cropland organic soils","1994","1994","gigagrams","1944.8006","Fc","Calculated data"
"GC","Cropland","10","Australia","72170","Net emissions/removal (CO2eq) (Cropland)","6727","Cropland organic soils","1995","1995","gigagrams","1944.8006","Fc","Calculated data"
