Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"GG","Grassland","3","Albania","5026","Area","6728","Grassland organic soils","2006","2006","ha","751.0943","Fc","Calculated data"
"GG","Grassland","3","Albania","5026","Area","6728","Grassland organic soils","2007","2007","ha","751.0943","Fc","Calculated data"
"GG","Grassland","3","Albania","5026","Area","6728","Grassland organic soils","2008","2008","ha","751.0943","Fc","Calculated data"
"GG","Grassland","3","Albania","5026","Area","6728","Grassland organic soils","2009","2009","ha","751.0943","Fc","Calculated data"
"GG","Grassland","3","Albania","5026","Area","6728","Grassland organic soils","2010","2010","ha","751.0943","Fc","Calculated data"
"GG","Grassland","3","Albania","5026","Area","6728","Grassland organic soils","2011","2011","ha","751.0943","Fc","Calculated data"
"GG","Grassland","3","Albania","5026","Area","6728","Grassland organic soils","2012","2012","ha","751.0943","Fc","Calculated data"
"GG","Grassland","3","Albania","5026","Area","6728","Grassland organic soils","2013","2013","ha","750.9034","Fc","Calculated data"
"GG","Grassland","3","Albania","5026","Area","6728","Grassland organic soils","2014","2014","ha","750.9034","Fc","Calculated data"
"GG","Grassland","3","Albania","5026","Area","6728","Grassland organic soils","2015","2015","ha","750.7124","Fc","Calculated data"
"GG","Grassland","3","Albania","5026","Area","6728","Grassland organic soils","2016","2016","ha","750.7124","Fc","Calculated data"
"GG","Grassland","3","Albania","5026","Area","6728","Grassland organic soils","2017","2017","ha","750.7124","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1990","1990","gigagrams","6.7347","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1991","1991","gigagrams","6.7347","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1992","1992","gigagrams","6.7347","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1993","1993","gigagrams","6.7347","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1994","1994","gigagrams","6.7347","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1995","1995","gigagrams","6.7347","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1996","1996","gigagrams","6.7347","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1997","1997","gigagrams","6.7347","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1998","1998","gigagrams","6.7347","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1999","1999","gigagrams","6.7347","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2000","2000","gigagrams","6.7347","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2001","2001","gigagrams","6.7391","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2002","2002","gigagrams","6.7391","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2003","2003","gigagrams","6.7391","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2004","2004","gigagrams","6.7251","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2005","2005","gigagrams","6.7251","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2006","2006","gigagrams","6.7251","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2007","2007","gigagrams","6.7251","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2008","2008","gigagrams","6.7251","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2009","2009","gigagrams","6.7251","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2010","2010","gigagrams","6.7251","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2011","2011","gigagrams","6.7251","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2012","2012","gigagrams","6.7251","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2013","2013","gigagrams","6.7233","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2014","2014","gigagrams","6.7233","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2015","2015","gigagrams","6.7216","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2016","2016","gigagrams","6.7216","Fc","Calculated data"
"GG","Grassland","3","Albania","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2017","2017","gigagrams","6.7216","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","1990","1990","ha","1223.8041","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","1991","1991","ha","1223.8041","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","1992","1992","ha","1223.8041","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","1993","1993","ha","1223.8041","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","1994","1994","ha","1223.8041","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","1995","1995","ha","1223.8041","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","1996","1996","ha","1223.8041","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","1997","1997","ha","1223.8041","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","1998","1998","ha","1223.8041","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","1999","1999","ha","1223.8041","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","2000","2000","ha","1223.8041","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","2001","2001","ha","1223.8041","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","2002","2002","ha","1223.8041","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","2003","2003","ha","1225.8853","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","2004","2004","ha","1227.5721","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","2005","2005","ha","1225.8853","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","2006","2006","ha","1219.6476","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","2007","2007","ha","1219.6476","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","2008","2008","ha","1219.6476","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","2009","2009","ha","1219.6476","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","2010","2010","ha","1219.6476","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","2011","2011","ha","1211.3576","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","2012","2012","ha","1211.3576","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","2013","2013","ha","1211.3576","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","2014","2014","ha","1211.3576","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","2015","2015","ha","1209.6708","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","2016","2016","ha","1209.6708","Fc","Calculated data"
"GG","Grassland","7","Angola","5026","Area","6728","Grassland organic soils","2017","2017","ha","1209.6708","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1990","1990","gigagrams","22.4364","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1991","1991","gigagrams","22.4364","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1992","1992","gigagrams","22.4364","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1993","1993","gigagrams","22.4364","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1994","1994","gigagrams","22.4364","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1995","1995","gigagrams","22.4364","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1996","1996","gigagrams","22.4364","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1997","1997","gigagrams","22.4364","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1998","1998","gigagrams","22.4364","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1999","1999","gigagrams","22.4364","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2000","2000","gigagrams","22.4364","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2001","2001","gigagrams","22.4364","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2002","2002","gigagrams","22.4364","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2003","2003","gigagrams","22.4746","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2004","2004","gigagrams","22.5055","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2005","2005","gigagrams","22.4746","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2006","2006","gigagrams","22.3602","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2007","2007","gigagrams","22.3602","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2008","2008","gigagrams","22.3602","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2009","2009","gigagrams","22.3602","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2010","2010","gigagrams","22.3602","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2011","2011","gigagrams","22.2082","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2012","2012","gigagrams","22.2082","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2013","2013","gigagrams","22.2082","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2014","2014","gigagrams","22.2082","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2015","2015","gigagrams","22.1773","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2016","2016","gigagrams","22.1773","Fc","Calculated data"
"GG","Grassland","7","Angola","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2017","2017","gigagrams","22.1773","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","1990","1990","ha","177881.1649","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","1991","1991","ha","177881.1649","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","1992","1992","ha","177881.1649","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","1993","1993","ha","177881.1649","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","1994","1994","ha","177881.1649","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","1995","1995","ha","177881.1649","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","1996","1996","ha","177881.1649","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","1997","1997","ha","177881.1649","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","1998","1998","ha","177881.1649","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","1999","1999","ha","177881.1649","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","2000","2000","ha","177881.1649","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","2001","2001","ha","178688.0363","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","2002","2002","ha","179340.0779","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","2003","2003","ha","179519.9316","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","2004","2004","ha","179313.7728","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","2005","2005","ha","179036.7435","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","2006","2006","ha","179092.147","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","2007","2007","ha","179274.7561","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","2008","2008","ha","179602.0052","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","2009","2009","ha","179657.1119","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","2010","2010","ha","179899.2005","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","2011","2011","ha","179739.8994","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","2012","2012","ha","179719.4672","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","2013","2013","ha","179573.8409","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","2014","2014","ha","179276.9646","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","2015","2015","ha","179261.7816","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","2016","2016","ha","179261.7816","Fc","Calculated data"
"GG","Grassland","9","Argentina","5026","Area","6728","Grassland organic soils","2017","2017","ha","179261.7816","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1990","1990","gigagrams","1332.1004","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1991","1991","gigagrams","1332.1004","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1992","1992","gigagrams","1332.1004","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1993","1993","gigagrams","1332.1004","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1994","1994","gigagrams","1332.1004","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1995","1995","gigagrams","1332.1004","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1996","1996","gigagrams","1332.1004","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1997","1997","gigagrams","1332.1004","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1998","1998","gigagrams","1332.1004","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1999","1999","gigagrams","1332.1004","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2000","2000","gigagrams","1332.1004","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2001","2001","gigagrams","1347.9472","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2002","2002","gigagrams","1358.9624","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2003","2003","gigagrams","1362.3472","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2004","2004","gigagrams","1358.3115","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2005","2005","gigagrams","1353.6661","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2006","2006","gigagrams","1356.0807","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2007","2007","gigagrams","1359.1287","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2008","2008","gigagrams","1360.02","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2009","2009","gigagrams","1360.0705","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2010","2010","gigagrams","1359.4633","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2011","2011","gigagrams","1356.3087","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2012","2012","gigagrams","1356.3039","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2013","2013","gigagrams","1355.6581","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2014","2014","gigagrams","1351.9592","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2015","2015","gigagrams","1351.9453","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2016","2016","gigagrams","1351.9453","Fc","Calculated data"
"GG","Grassland","9","Argentina","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","2017","2017","gigagrams","1351.9453","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","1990","1990","ha","67446.7765","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","1991","1991","ha","67446.7765","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","1992","1992","ha","67446.7765","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","1993","1993","ha","67446.7765","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","1994","1994","ha","67446.7765","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","1995","1995","ha","67446.7765","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","1996","1996","ha","67446.7765","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","1997","1997","ha","67446.7765","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","1998","1998","ha","67446.7765","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","1999","1999","ha","67446.7765","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","2000","2000","ha","67446.7765","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","2001","2001","ha","67462.0104","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","2002","2002","ha","67368.0025","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","2003","2003","ha","67254.0774","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","2004","2004","ha","67084.1294","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","2005","2005","ha","66824.2884","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","2006","2006","ha","66673.5764","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","2007","2007","ha","66613.0561","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","2008","2008","ha","66582.5135","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","2009","2009","ha","66535.8277","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","2010","2010","ha","66502.2087","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","2011","2011","ha","66490.668","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","2012","2012","ha","66471.5445","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","2013","2013","ha","66462.6808","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","2014","2014","ha","66425.6822","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","2015","2015","ha","66425.6822","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","2016","2016","ha","66425.6822","Fc","Calculated data"
"GG","Grassland","10","Australia","5026","Area","6728","Grassland organic soils","2017","2017","ha","66425.6822","Fc","Calculated data"
"GG","Grassland","10","Australia","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1990","1990","gigagrams","603.494","Fc","Calculated data"
"GG","Grassland","10","Australia","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1991","1991","gigagrams","603.494","Fc","Calculated data"
"GG","Grassland","10","Australia","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1992","1992","gigagrams","603.494","Fc","Calculated data"
"GG","Grassland","10","Australia","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1993","1993","gigagrams","603.494","Fc","Calculated data"
"GG","Grassland","10","Australia","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1994","1994","gigagrams","603.494","Fc","Calculated data"
"GG","Grassland","10","Australia","72171","Net emissions/removal (CO2eq) (Grassland)","6728","Grassland organic soils","1995","1995","gigagrams","603.494","Fc","Calculated data"
